full_text,sentimen
"Program MBG memberi kontribusi penting dalam mendukung pertumbuhan dan pendidikan anak-anak di daerah terpencil
#MakanBergiziGratis #PapuaSehat #CerdasTanpaStunting https://t.co/xif8N4VYaV",positif
"Sebanyak lima guru dan karyawan serta 75 siswa SMP Negeri 10 Kota Magelang, Jawa Tengah, mengalami keracunan usai menyantap menu makan bergizi gratis (MBG)....

Gejala keracunan muncul setelah MBG disantap pada Rabu (21/1/2026) siang. Para siswa dan guru mengalami muntah dan https://t.co/IReZ8CSux4",negatif
"Skandal Ayam Berlendir di Sukabumi: Makan Siang Gratis atau Racun Gratis?
Ayam Busuk untuk Siswa! Video viral memperlihatkan kondisi menjijikkan dari program Makan Bergizi Gratis (MBG) di SMP Cimanggu, Sukabumi.
((Clara Shinta, Pertalite, Andrie Yunus, Spanyol, Udang, Kaget)) https://t.co/wSb7rYcRTV",negatif
Prabowo Tuding Banyak Orang Takut MBG Berhasil https://t.co/oRJwJsU3NG,netral
Matcha matcha matcha happy MBG :b terimakaciiii pacarku https://t.co/C142hITF2T,netral
"@ardisatriawan Gila, no hope banget ini mah. Semua all in MBG wkwkwk",negatif
"MAKAN SIANG GRATIS: SOLUSI GIZI ATAU PROYEK BAGI-BAGI?
​Gizi anak bangsa bukan komoditas politik! Program ""Makan Bergizi Gratis"" terus digeber, tapi bau anyir monopoli mulai tercium. Munculnya nama-nama besar dan kedekatan lingkaran kekuasaan 
#PantauDapurMBG
(PPPK, GO LINE) https://t.co/HpVGJtWxO3",negatif
"@txtdrbekasi Lah kg ngape beks, cuma setara 1 hari MBG pan",negatif
"Program Makan Bergizi Gratis (MBG) di Kota Madiun menjadi sorotan setelah 18 siswa SDN 01 Demangan diduga keracunan usai makan siang. Sebagian telah dipulangkan, sementara empat siswa masih dirawat.

Selengkapnya baca https://t.co/IN1Axe55hA https://t.co/1mRTDgg71z",negatif
@ardisatriawan Keinget lagi kalau pendidikan hanya pendukung sementara MBG prioritas utama 😭 https://t.co/RD6ds0WHQ2,negatif
"Perum Bulog memastikan distribusi minyak goreng rakyat “MinyaKita” terus berkelanjutan sebagai upaya menjaga stabilitas pasokan dan harga pangan nasional. Bulog terus melakukan pengelolaan stok dan distribusi secara optimal sesuai penugasan pemerintah.
https://t.co/oPvVexrtja",netral
"Coba sebutin negara mana yg belajar MBG ke Indonesia? Biar nggak asal klaim aja. Gua yakin, hanya negara gila yg mau belajar MBG ke Indonesia. Apanya yg mau dipelajari dari MBG? Ketololan tatakelolanya? Pemborosannya? atau koncosimenya? Bego banget.",negatif
@weyesbleed @ellenzmis @vlskth @ramazaynworld Lah  MBG system safety nya gimana? Banyak yang keracunan mana tuh gak di suruh mundur,negatif
"@gojekindonesia Jumat pagi joging,sore nongki.Sabtu siang arisan,malam nonton bioskop.Minggu pagi kulineran,sore ngopi☕ pake kode promo GOWEEKEND diskon s.d. 40 Ribu tiap Jumat, Sabtu, Minggu #GiveawayGojek 
🏖️🏝️🏞️",netral
pak prabowo pas dateng kenikahan el sm syifa bawa kado apa ya? ompreng mbg kah? 😁,netral
"@ferizandra Keracunan MBG terus berlanjut, Kepala BGN ngga ambil pusing, gass teross mau buka SPPG baru.

Peralatan dan Perlengkapan Kerja SPPG dibagus²in tapi Mutu Menu MBG tetap MENGKHAWATIRKAN dan MENAKUTKAN bagi para Siswa dan Orangtua.",negatif
"@PD_PurnaTugas_ @abdChoir218014 @BosPurwa Nama resmi programnya adalah **Makan Bergizi Gratis (MBG)** sesuai penetapan pemerintah &amp; Badan Gizi Nasional. 

""Program Makan Siang Anak Sekolah"" lebih deskriptif untuk bagian yang ditujukan ke siswa PAUD-SMA (yang memang pakai anggaran pendidikan), tapi MBG lebih lengkap",netral
"Sejak kampanye prabowo-gibran, tujuan utama program ini adalah janji ""makan siang gratis"" bagi para pendukungnya.
Berubah menjadi makan bergizi gratis supaya tidak ditentang dengan ""tidak ada makan siang gratis"".
Kita semua paham apa arti pepatah ""makan siang gratis"".",negatif
"Setiap yang bernyawa akan merasakan MBG.
Selamat makan bergizi gratis moots di siang yang cukup panas ini. https://t.co/oBAKb40h6d",netral
"using kpop idol’s face even using fucking AI UNTUK KONTEN MBG it’s something i never would have imagined would happen APALG KE JAY SM SUNGHOON, BRENGSEK???? 😭😭😭 https://t.co/IEoCzCilda",negatif
"@BagusPerdana_ Oknum di Bappenas: MBG lebih penting daripada ngurusin Rupiah, wkkwkwk

Hidup MBG 💪💪
Ga masalah nalar jeblok asal perut kenyang.....bukan?",negatif
Investasi masa depan! Program Makan Bergizi Gratis (MBG) siap penuhi gizi anak sekolah demi cetak generasi unggul Indonesia Emas 2045 https://t.co/QWxg5GJn3R,positif
@xendless_s @chillindeed Makanya pemerintah lebih milih bungkam melalui MBG daripada menggratiskan sekolah sekolah,negatif
"@tempodotco Sebagai alumni Unhas, saya kecewa kampus yang isinya akademisi yang harusnya logis dengan kondisi MBG saat ini malah ikut²an. Agen perubahan berubah menjadi agen ikut²an.",negatif
"Program Makan Bergizi Gratis (MBG) meningkatkan permintaan pangan lokal, memperkuat rantai pasok berbasis komunitas, dan mendukung ketahanan pangan. Mari kita dukung bersama inisiatif ini untuk masa depan yang lebih baik! https://t.co/QqEwwJOwBC",positif
"@KapudS640 Gak apa2
Yg penting MBG tetap jalan.
Dan insentif 6juta/hari tetap jalan walau dapurnya ditutup.",negatif
"mbg tudei...onigiri, yakitori, tamago https://t.co/EDIiEZ2puD",netral
@Polymarket Calm down we have free food everydays (MBG) 🤕,netral
Fak lah! Dapet bonus tapi potongan pajaknya argh!!!! Ga rela bayar pajak jadinya MBG,negatif
"OOT gaes akun X mu bakalan km wariskan gak??? 🙏🏻

siapa tau cucunya cucu cucu saya, cucunya cucunya nanti mau jbjb biar janjian kita dr sekarang  absen dong yg cucunya mau terusin X nya 🙏🏻

skalian cucu kita sambat MBG konsisten sampe 1000 tahun 🙏🏻🙏🏻🙏🏻",negatif
"Pemutaran film PESTA BABI di Mataram dibubarkan kepolisian.

Udah tau babi serem buat mayoritas WNI, harusnya judulnya diganti jadi PESTA KORUPTOR atau PESTA MBG atau PESTA DADAN. https://t.co/eSRqG6l0Ap",negatif
"Sumpah, rasanya pengen gua santet orang yang ngomong kalo MBG lebih penting dari lapangan kerja! 
Negeri ini sudah kronis penyakitnya! 😡 https://t.co/EnQMkxz4RC",negatif
"@Raizeeel_ Ini isian mbg balita anakku ka. Kesel aku ka. Itu ikan makin kecil Allahu Akbar. Trus saos. Yakali anakku usia 3,5 th dsuruh mkn saossssssssss haaaaaaa. Stop udh pling bner. https://t.co/4VnCLpHwKs",negatif
@vallegarr mbg,netral
"Next time aku pingin buat bubur kacang ijo🫠

Ada kenangan di dalam bubur kacang ijo itu. Dulu waktu kecil sering di bawa ke posyandu sama mama, Pulangnya suka dikasih bubur kacang ijo,roti ,2 butir telur rebus dan susu. Menurutku Itu lebih bergiji daripada menu MBG saat ini.",negatif
Ada orang dongo ga bisa baca udh jelas2 hibah ke universitas malah dibilang pejabat. Dongo butuh MBG 2x lipat nih orang.,netral
"@bangherwin @DPR_RI kan memang karena nggak sejalan sama keinginan partai dan pola pikirnya mereka, mangkanya gimana pun pasti harus dipaksa mundur. kalau MBG kan nanti mereka punya dapur sendiri, masa iya ngeludah di dapur sendiri",negatif
"""bos berapa budgeting-nya buat bikin 1 episode?""
""5 menit MBG""
""Okay..""",netral
"RUMAH MASIH BERDIRI, RINDU TAK PERNAH PERGI TAPI 5 BULAN INI, MEREKA BELUM BISA PULANG SEUTUHNYA.

PEMULIHAN ACEH LEBIH URGENT DIBANDINGKAN MBG WO https://t.co/ufzxT7T2Ce",negatif
"Belajar supaya ngga negaranya terpuruk kayak Indonesia. Ini kayak kita yang dapat cobaan, tapi negara lain yang ambil hikmahnya.",netral
"Makin kesini makin kesana...makin menginjak..
Viral Siswa SDN 2 Sanggau Angkut MBG, Warga Soroti Minimnya Petugas

Sanggau, 9 April 2026 – Siswa-siswi SDN 2 Sanggau mengangkut ompreng Makan Bergizi Gratis (MBG) secara mandiri viral di media sosial, Kamis (9/4) siang.

Dalam video https://t.co/0cKoYAnADO",negatif
"mbg siang ini, baris jgn dorong dorong https://t.co/dOztXm8eiI",netral
"guys minta tolong bantu RT ya🥺🙏

open donasi jumat berkah berbagi rice bowl &amp; nasi cokot untuk jumat berkah besok yg akan dibagikan untuk panti, masjid, ojol, dan tunawisma. Tidak ada minimal order yaa temen-temen, boleh banget berbagi berapapun. 

📍Jakbar https://t.co/2qCrreo7tO",netral
"#MBG (Masakan Bini Gue)
Chicken Black Pepper

Selamat makan siang orang sukses.

Bayangin kalau kualitas MBG benar2 kayak gini: bersih, layak, bergizi, dibuat dengan standar yang jelas.
Mungkin yg ramai bukan berita keracunan,
tp cerita anak2 yg makan dgn aman &amp; sehat. https://t.co/2h9rYaqVN1",negatif
"@djoniecash2 @kalistohenituse mbg, kopdes, sekolah rakyat udah jelas belum outputnya? 😭😭😭 kalo memang ada yang terbantu, apakah efektif &amp; tepat sasaran?",netral
"Ditambah lagi bergantinya pemerintahan yang mengusung program populis Makan Bergizi Gratis (MBG) yang turut memotong anggaran pendidikan dan dana transfer daerah. Ini membuat nasib guru semakin tragis.

Imbasnya, banyak guru honorer di daerah yang dipotong gajinya, telat gajian, https://t.co/DCpc42IN6U",negatif
"[sells, interest check]

ada yang mauu aku tag gaa buat keychain i 💖 MBG inii🫣 only 35k udah free custom, ada 3 versi juga. rencananya P.O besok nih^^

{fromlumitoyou} https://t.co/YYegV7pD8d",netral
"...Anda @Prabowo benar² presiden bangsat.

Anda pura² gak tahu bahwa upah buruh² MBG itu di bawah UMR padahal durasi kerja = buruh² pabrik.

Itu artinya uang rakyat dihamburkan untuk:

1. Menjalankan perbudakan modern
2. Memperkaya para pemilik dapur 

Presiden brengsek... (``,)",negatif
Program Makan Bergizi Gratis (MBG) mendukung pertumbuhan ekonomi lokal dan memperkuat ketahanan masyarakat melalui penguatan rantai pasok berbasis komunitas. Mari bersama kita tingkatkan kesejahteraan! https://t.co/vlUHePB0Y7,positif
"@eleanorr234 @GibraltarNc @eleanorr234 ; benar sekali ibu ini bhw uang unt bayar MBG ifu adalah uang rkyt dari pajak, non pajak, kekayaan alam milik rkyt, bukan uang probadi Presiden",negatif
@khyon09 GAUSAH KA MBG NY JALAN AJA KITA USAHAKAN VOTE BANYAJ ITU SETERUSNYA,netral
"Makan bergizi gratis memberikan dampak nyata bagi rakyat melalui peningkatan kesehatan anak dan penguatan ekonomi lokal. MBG hadir untuk masa depan anak dengan memastikan akses gizi yang merata, sehingga kesejahteraan masyarakat terus meningkat. https://t.co/6yPZeR3PgV",positif
"Dan terJadi Lagi @menuembegejelek 
Siswa/i diSaLaH satu sekoLaH kabupaten kLaten (diDuga) keRacunan mbg. https://t.co/qIwAuVQZJG",negatif
"Ada anggota @DPR_RI yang mendadak jadi si paling vokal minta Dirut KAI mundur.
Tapi entah kenapa, suaranya hilang total kalau urusannya:

• Kepala BGN, padahal ribuan kasus keracunan MBG + insentif tetap cair meski SPPG tutup
• Dirut BNI, soal pengawasan KCP Aek Nabara yang https://t.co/9GDpZQCehK",negatif
Alhamdulillah mbg kediri kabupaten bubar cah https://t.co/6edi8yfyEW,negatif
"@tempodotco Hny rezim &amp; wkl rkyt (PARPOL) KORUP,BUSUK &amp; PENGGEROGOT/BENALU yg bangga peras/nikmati uang rkyt modus MBG/KOPDES.#StopMBGKopdes @PDI_Perjuangan @Gerindra @golkarpedia @DPPNasDem @PKSejahtera @DPP_PKB @PDemokrat @FraksiPAN @DPR_RI @DPDRI @MPR @kemendagri @prabowo @puanmaharani_ri https://t.co/HVgq9KyUQh",negatif
"@tempodotco tidak ada yang takut MBG berhasil. justru bagus banget jika programnya berhasil. tapi, sebagian masyarakat protes bukan karena tidak suka dengan program baik tersebut, tapi program baik yang dilakukan secara serampangan, itulah yang diprotes masyarakat.

nanti pasti akan ada",negatif
"@lusia_ann @BosPurwa Buzzer MBG belagu. Mana ada anak orkay jadi buzzer MBG?!!🤣Ortumu bloon. Palingan ortu lu bnagun jembatan di komplek monopoli. Jd ortu mcm Anies..anak2ny smart, real sekolah tinggi bermutu. N ga jadi buzzer MBG🤣😂😄😂",negatif
Saben subuh sulit sekali menahan tangis untuk sekadar merapal do'a untuk negara tercinta yang entah sampai kapan dicengkeram kuku-kuku makhluk yang tamak dan pongah.,netral
"Nah akhirnya ada yang bersuara!
Boikot MBG! https://t.co/0IJ65Qrwbd",negatif
There's a special place in hell for those who support embiji. I truly believe that with all my heart.,negatif
"@ekonomart my mbg, my bini, happy birthday! may all the good things surrounds you whenever you go 🤍",netral
"Dalam budaya Jawa ada dua istilah; Bener dan Pener. Bener itu maknanya benar saja, Pener maknanya benar dengan penuh kebijaksanaan. Pak Presiden nggak salah gelontorin duit ke rakyat, itu bener. Tapi setelah dievaluasi program MBG, ini kebijakan ndak pener.",negatif
"Prabowo: Jangan Minder, Asing Salut dengan Skala Pengelolaan MBG Prabowo mengklaim program Makan Bergizi Gratis (MBG) menjadi sorotan global. Hal ini diungkapkannya saat memberikan sambutan dalam agenda groundbreaking 13 Proyek Hilirisasi Nasional Tahap… https://t.co/c2tgAa2gXU https://t.co/pUS4r56NMS",netral
"Tiap ada berita Ke Racun An kek giniiiii.......
Kok CEO nya Ndak pernah nongol yakkkk??? https://t.co/d8ZUV8ENYW",negatif
"@_glimpseeofus @widiilestari that's ""makanan"" makanan apa??? mbg maksud lu??? gaada sehat sehatnya yang ada gua tambah kurus",negatif
"@tempodotco dia ga mikir apa yah? katanya tiap sppg 1 sapi tapi nyatanya 2 bulan sekali, pengadaan tab, kaos kaki, motor listrik, blm lagi pembuatan apk mbg anggaran 1,2t cuma buat mantau, lahh sekelas aaa aja bisa buat game realistis cuma 800m doang",negatif
cari juga MBG: bergizinya apaan dan gratisnya di mana https://t.co/lhKUqFmyhr,negatif
"Oh, yg disebut patriotik itu adalah yg ngobral duit negara untuk MBG &amp; Kopdes, yg membiarkan warga korban bencana ekologi di Sumut, Aceh &amp; Sumbar, yg melakukan pemborosan biaya perjalanan ke luar negeri untuk omon2 dukung Trump, &amp; yg bikin nilai rupiah anjlok sampe 17.000an?? https://t.co/DxU4pmJRso",negatif
"Berarti sekarang MBG belum berhasil kan?
Yaa itu makanya dikaji bukan dipuji-puji mulu 😑",negatif
"@txtdrimedia Wkwk kemarin tetangga ku bikin status kalo tiap dapat MBG ga pernah dimakan sama anaknya, trus tadi pas lewat rumahnya dia bilang ""nanti keracunan, ati²"", btw dia orang yg suka² aja sama MBG bukan yg nentang, trus tetangga lain ada yg share menu ini, ini gimana cara makannya? https://t.co/oV9N8fTQvK",negatif
"Dari MBG hingga koperasi Desa/Kelurahan merah putih, presiden Prabowo kembalikan arus kekayaan ke Rakyat ✍️‼️

Turut Jule https://t.co/7jYc8vxWvc",positif
"Loh ini sekolah negeri?
Laporan kemaren katanya swasta.

Tapi ini kalo beneran fix negeri…
Ini rusak…

Sebenernya grass root permasalahan tipe begini banyak (ga cuma sektor pendidikan).

Banyak banget orang yang kerja tapi punya rasa kepemilikan.

Dia jadi kepsek, dia ngerasa",netral
"Jangan Sesekali Kritik Pemerintah, Ntar takutnya di bilang Makar Loh. Jangan Kritik MBG, Mafia Tanah, UU perampasan Aset. Pokoknya Rakyat Diam Aja, Yang Penting Rakyat Bayar Pajak aja...",negatif
"Waduh... Baru 74 tahun udah nyusahin rakyat dengan program konyolnya MBG yg ugal-ugalan, malah minta 1.000 tahun. https://t.co/rxvz0ZEydN",negatif
"Apalah itu menurunkan angka kematian ibu dan anak 🤷🏽‍♀️
.
Yang penting MBG jalan terus ya Pak?",negatif
"@ddkeonhoo LIBURKAN SMUA DAPUR MBG, BIAR CORTIS YANG MASAKK😆🔥🔥",negatif
"@ctan666 Muhaimin ini bisanya baca teks yg dibuatkan yg dia tidak tau apa isi sebenarnya, Realitanya masyarakat makin miskin dan nggak mampu bayar Bpjs, kau lihat anggaran MBG yg Luar biasa Tinggi, tanda Rakyat nggak bisa makan.",negatif
@diedsowl Kirain yang penting mbg,negatif
"Apakah rakyat pernah merasakan duitnya?

#bgn #prabowo #mbg #anggaran #dadanhindayana https://t.co/LW64uwkiYM",negatif
"kh! selamat ml, warga bangsa besaaaaarrr, sender nyimut mmbawa mbg asupan manips untuk malam hari ini 💗💗💗 https://t.co/FHQPzbGcz0",netral
MBG yang aku suka adalah Membaca Buku Gabriel García Márquez https://t.co/gwCiS5MXgA,netral
"skrg sekolah tuh bukan biar pinter tp buat nyicip mbg apa gimana?

kebijakan plg tolol",negatif
"Sekelas program pemerintah main comot kaya gini aja??? Pliss lahh gak banget!! Kalau mampu lu bayar aja mereka noh buat jadi BA. Tapi siapa juga yang mau jd BA MBG, lol! 🫠",negatif
"@LambeSahamjja Saya sangat sepakat, mengkritik mbg bukanlah sebuah kejahatan. 
Kritik ada untuk jadi bahan evaluasi. 
Tapi tapi... Rezim hari ini memang anti kritik. 
Sebuah anomali pendidikan di negara yang mayoritas beriman.",negatif
"Mbg bocil, udah kyk puzzle suruh nyusun burgernya sendiri https://t.co/BP6U37N6jE",negatif
"@NapiPKS @anjirdahh @kompascom Untuk Korea Selatan: program makan siang sekolah gratis universal (UFEF) biayanya sekitar 7,8 triliun KRW/tahun (sekitar Rp 90 triliun atau 5,5 miliar USD) di 2023, ditanggung penuh pemerintah nasional + lokal.

Untuk Jepang (kyushoku): belum gratis full nasional. Orang tua bayar",netral
@txtdrimedia Habis ini bikin fakultas mbg,negatif
kata gue ni mbg mending di stop deh bener” syok bgt temen adikku mbg nya dibawa balik cuma buat dikasih ke makan ayam anj 😭,negatif
"READY SANDWICH MAMBO🥪 

Sandwich mambo varian sosis dan sayur cocok biat sarapan, nyemil, snack, dan makan siang
*Gratis ongkir area unnes tanpa minimal belanja !* 😋
🛵pengiriman mulai jam 10.00
Minat wa https://t.co/cetG6u8cK6 https://t.co/89NQpgea9e",netral
saling mbg https://t.co/2RK32t9lCh,netral
"@txttransportasi Curiga Kemenhub udah ga punya dana buat maintenance prasarana perkeretaapian karena kepakai buat MBG

Awal kelihatan pas Menhub minta KAI merenovasi stasiun Jakarta - Bogor beberapa minggu lalu, padahal harusnya tanggung jawab DJKA Kemenhub",negatif
@KompasTV MBG termasuk penipuan kah? Bergizi malah meracuni? Bikin pintar apa bikin kerraxunan?,negatif
"Dan yg bilang, yg penting pny uang, itu juga gak 100% bener. Coba bayangin duit km unlimited, km pny pilihan bisa mkn AYCE tiap hari, mkn kue2 enak tiap hari, tapi memilih makan telor rebus, atau dada ayam aja, dan lbh byk sayur dan buah. Money can't buy discipline 🤣🤣🤣",netral
hearto! ada yg masih butuh mbg popcorn? kl masih ada nnt malam jam 9an sender bukain town dan tempat. yg pny kompor banyak mau join juga boleh biar nambahin stok kompor,netral
Dan yg kritis terhadap MBG malah ditindas.,negatif
"Padahal bu guru menjelaskan yang sebenarnya, darimana asalnya aliran dana MBG. https://t.co/OxhE9sog0d",negatif
Mencerdaskan Kehidupan Bangsa bukan lewat MBG dan MBG Itu Proyek menggunakan APBN bukan Uang Pribadi dan saya juga bisa melakukan hal yang sama - MBG tanpa evaluasi Benefit and Cost dan tanpa Audit Keuangan #hening,negatif
"Betul Ustadz lebih sereman MBG dari pada perang Iran vs AS-Istriwil 

Gue suka gaya loe Tadz 

Jawaban solusi nya ringkas lugas dan padat 

🤭🤣🤣 https://t.co/ZgcpPWlT3p",negatif
"Program MBG membuka peluang ekonomi baru bagi masyarakat desa melalui peningkatan distribusi dan produksi bahan pangan. 

#MakanBergiziGratis #MBG #EkonomiPangan #DesaMaju https://t.co/S980dxVXXZ",positif
"@crumbsofmiu Aduh my mbg gweh, no wa ny brp cantiks 😳",netral
"WADUH!!! MENDING JADI SOPIR MBG DARIPADA JADI GURU??
""Apakah ini tidak termasuk dalam kalimat penghinaan, merendahkan dan penistaan terhadap profesi seseorang?""

#Ngik 🤔🤔🤔🤔🤔🤔
 https://t.co/zXsrpLDPw7",negatif
"❗️🔥Anggota DPR Sidak Gudang Motor MBG🔥❗️
Motor  Listrik, .. APBN ?❓️ https://t.co/I5Hjvla7U3",negatif
@tempodotco Terjemahannya: MBG,netral
@tomijasman06 menghentikan mbg,negatif
"Guys, Mahfud MD baru bicara soal MBG dan yang dia katakan jauh lebih keras dari kritik-kritik yang sudah beredar sebelumnya.

Ini bukan sekadar ""program kurang optimal."" 
Ini adalah tuduhan sistemik tentang tata kelola yang bermasalah dari fondasinya.

Poin pertama yang paling https://t.co/fOdI5SD7z2",negatif
"MBG.... makanan bebek gratis! 
Dijamin bakal cerdas nih anak-anak bebek nya! 
Bener gak bos @prabowo ? 🤣",negatif
"Hm. Emang kudu begitu ya cara nyebutin brokolinya?

""Yaelah, Min, timbang konten doang. Sewot amat? Gini nih kalo udah benci. Semua-mua dikorek kesalahannya.""

Sebentar. Serius, memang apa sulitnya melafalkan brokoli? Kalau pelafalannya bener takut kontennya gak rame kah? 😳 https://t.co/df0zEIWN9B",netral
"Kepala BPOM Taruna Ikrar dan jajaran melakukan inspeksi mendadak serentak di 5 Satuan Pelayanan Pemenuhan Gizi di wilayah DKI Jakarta, Kamis (30/4/2026).

Sidak dilakukan dalam rangka monitoring pelaksanaan Program MBG berjalan sesuai ketentuan.

#BPOM #SPPG #CariBeritaditvOne https://t.co/EbkFFrWRua",netral
"@txtdarigajelas Anakku sd kelas 1 tak kasih 10rb.. kadang jajan kadang gk, di skolah udah dapat makan siang (bukan mbg), dan udah bawa bekal snack dari rumah..",netral
Omon-omon. https://t.co/RFiOGFLVUU,netral
"klo jadi presiden cm bekal asbun orgilisme ragebait doang mah rebahan aja di rumah dut, ngetwit pake akun cenblu",netral
ikan mbg gw berubah menjadi plushie https://t.co/FlJSsgpoqo,netral
"Program MBG (Makan Bergizi Gratis) bukan sekadar bagi-bagi makanan, tapi investasi masa depan generasi Indonesia. Anak sehat, fokus belajar meningkat, kualitas SDM pun ikut terangkat https://t.co/iJmAzyUK0V",positif
"@gangsterrandom @fsaidhamzah @ebonXboy @evelyndewi7 @PUTRY_NUSANTARA @SmileyNDeLight @SopanEdan @Judakusumah1 @katrinrienks @New_Termul @Pak_Paimo @Rahmah0845 @Sammi86Pilang @yangmi3prnew @Jediimar @tokaidirecycle Parahnya korupsi di Indonesia sdlh karena masuk dalam sistem alias bagian dari sistem. Rakyat botol gak ngeh tapi rakyat cerdas nan waras paham hal itu. Contohnya proyek MBG, Kopdes, dll.",negatif
"@LambeSahamjja Ada hal yang lebih menakutkan dari MBG, yakni penciptaan ketakutan, penindasan mental dan kerusakan fungsi guru sebagai pendidik. MBG dikelola oleh pihak ketiga di luar sekolah yg malah terlihat lebih “berkuasa” ketimbang insan pendidikan dalam sekolah. Ini terjadi di banyak tmp",negatif
