full_text,sentimen
"Di World Economic Forum (WEF) 2026, Presiden Prabowo Subianto menyampaikan perkembangan Program Makan Bergizi Gratis yang dimulai pada Januari 2025. Dari 190 dapur pada hari pertama, program ini kini telah mencapai 21.102 dapur dan menyajikan sebanyak 59,8 juta porsi makanan https://t.co/oBbXqxQVhd",Netral
makan bergizi gratis (karena dijajanin conan) #coai https://t.co/sPY2Vw4AMG,Positif
"MBG Makanan bergizi gratis. 
Bergizinya bohong.
Gratisnya juga bohong sebab dananya dari APBN yg sumbernya dari pajak rakyat. https://t.co/PM4ji0G9jw",Negatif
"Makan Bergizi Gratis tingkatkan gizi pada anak. Program ini memastikan asupan seimbang, dukung tumbuh kembang optimal &amp; kesehatan jangka panjang. Gizi hari ini, masa depan gemilang esok. #IndonesiaTerang #mbginvestasibangsa #MBG https://t.co/EUeV1oYyiP",Positif
"Presiden RI Prabowo Subianto membandingkan jumlah porsi makanan yang bisa dihasilkan oleh program Makan Bergizi Gratis (MBG) dengan McDonald's (McD).

Baca di sini: https://t.co/kdtiyIocRq

~AA #Prabowo #MBG #WEF https://t.co/HYxwQ8AcKY",Netral
"@univ_indonesia @cwtsleiden @Harvard @prabowo @Cambridge_Uni @UniofOxford @imperialcollege Presiden @prabowo mau bawa Indonesia #JadiBangsaYangDoyanMikir dgn Makan Bergizi Gratis, Sekolah Rakyat u/ anak2 miskin, Sekolah Terintegrasi berkualitas nasional di kecamatan2, Sekolah Unggulan Garuda di daerah2 &amp; melacak anak2 ber-IQ minimal 120 di daerah2 https://t.co/dh61PM6UJz",Netral
"Selama Ramadan, program Makan Bergizi Gratis disesuaikan agar tetap berjalan optimal dan menghormati ibadah puasa. #MakanBergiziGratis #Ramadan #ProgramPemerintah #NegaraHadir https://t.co/eoxVDfEJYV",Netral
"#SobatTernak, Kenapa Hilirisasi Ayam Penting? 
Karena peternak lebih untung, produksi meningkat, biaya lebih efisien, dan lapangan kerja tercipta. Hilirisasi juga mendukung Makan Bergizi Gratis (MBG) dan memperkuat ketahanan pangan nasional. https://t.co/XpIHKEg3zO",Positif
"🚨 𝐏𝐞𝐥𝐚𝐣𝐚𝐫𝐚𝐧 𝐌𝐚𝐡𝐚𝐥 𝐝𝐚𝐫𝐢 𝐊𝐚𝐬𝐮𝐬 𝐄. 𝐂𝐨𝐥𝐢 𝐝𝐢 𝐌𝐁𝐆 𝐆𝐫𝐨𝐛𝐨𝐠𝐚𝐧: 𝐊𝐨𝐤 𝐁𝐢𝐬𝐚 𝐓𝐞𝐫𝐤𝐨𝐧𝐭𝐚𝐦𝐢𝐧𝐚𝐬𝐢?

1. Kasus dugaan kontaminasi E. coli di Makan Bergizi Gratis (MBG) Grobogan ini masuk kategori serius ya manteman. Secara sains, E. coli https://t.co/KVTGd0egc0",Positif
"MBG Tetap Berjalan Selama Ramadhan

Program Makan Bergizi Gratis (MBG) dipastikan tetap berjalan selama bulan Ramadhan. Sasaran utama program ini adalah ibu hamil dan anak balita, yang tidak terdampak kewajiban puasa. https://t.co/mtPW1yzAwh",Positif
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa memberikan sinyal kuat untuk melakukan evaluasi mendalam terhadap anggaran program unggulan Makan Bergizi Gratis (MBG). Langkah penyisiran anggaran ini rencananya akan mulai dilakukan pada pekan depan guna memastikan efisiensi dan https://t.co/J1IdUUvRDI,Netral
SPPG Tanah Sirah Piai Nan XX di Padang menyajikan menu Makan Bergizi Gratis (MBG) berupa rendang istimewa yang santannya berasal dari kelapa petikan beruk terlatih. Penggunaan kelapa pilihan yang dipetik langsung oleh monyet khusus ini menjadi kunci kualitas minyak kelapa yang https://t.co/4oQa7i2VZN,Positif
"MBG makan bergizi gratis ✖️
MBG mumpung barkuasa gasspoll ✔️ https://t.co/K4lP6pgXxq",Netral
"Ironi wajah pendidikan Indonesia kembali menyeruak ke permukaan. Di saat publik ramai memperbincangkan Program Makan Bergizi Gratis (MBG), nasib ""pahlawan tanpa tanda jasa"" justru dinilai semakin terpinggirkan.

Isu ketimpangan upah antara guru honorer dan tenaga kerja di Satuan https://t.co/0bHhH4lLBm",Negatif
"Program Makan Bergizi Gratis (MBG) merupakan langkah strategis pemerintah dalam meningkatkan kualitas kesehatan dan pemenuhan gizi anak-anak, khususnya di Tanah Papua. 
#MBGUntukPapua #ProgramMBG #GiziAnakPapua #PapuaSehat #AnakPapuaHebat #MasaDepanPapua #PembangunanSDM https://t.co/TWlcgUiI4e",Netral
"Program Makan Bergizi Gratis Dorong Gizi Masyarakat dan Lapangan Kerja

#MakanBergiziGratis https://t.co/m6tvsb2XZS",Netral
"Menko Pangan Zulkifli Hasal menegaskan bahwa operasional program Makan Bergizi Gratis (MBG) akan tetap berjalan normal selama bulan Ramadan. Untuk menyesuaikan ibadah puasa, pemerintah telah menyiapkan skema khusus mulai dari perubahan menu hingga waktu distribusi. https://t.co/gysJOXzDJB",Netral
"TOKOH PAPUA SELATAN MENDUKUNG 
PROGRAM MAKAN BERGIZI GRATIS
#MakanBergiziGratis #PapuaSehat #CerdasTanpaStunting https://t.co/EObj7zXOlX",Netral
"Insiden keracunan massal usai menyantap menu Makan Bergizi Gratis (MBG) kembali terjadi. Kali ini keracunan massal tersebut terjadi di Kecamatan Cikalongkulon, Kabupaten Cianjur, dengan total 205 korban per Selasa (27/1/2026) malam kemarin. Korban berasal dari berbagai sekolah, https://t.co/2N5E5X9UHr",Netral
"Bukan rendang biasa. SPPG Tanah Sirah Piai Nan XX, Padang, menyajikan Makan Bergizi Gratis berupa rendang daging dari santan dan minyak kelapa hasil petikan beruk terlatih. Beruk memanjat pohon dan memilih kelapa terbaik, lalu santan diproses dan dicampur bumbu khas Minangkabau https://t.co/3DQNOfih4f",Positif
"Program Makan Bergizi Gratis bukan sekadar program. MBG adalah bentuk hadirnya negara untuk anak-anak Papua. Karena anak sehat hari ini, adalah pemimpin hebat di masa depan.
#PapuaCerdas #MBGUntukPapua #AnakPapuaBerprestasi #DukungMBG https://t.co/P3iAhle1G8",Positif
"Menteri Koordinator Bidang Pangan, Zulkifli Hasan alias Zulhas memastikan, program Makan Bergizi Gratis (MBG) akan tetap berjalan selama bulan Ramadhan 1447 Hijriah, dengan penyesuaian mekanisme layanan bagi peserta didik dan kelompok penerima manfaat.

Penyesuaian tersebut https://t.co/QB0IEe2EFQ",Netral
"Momen pembagian Makan Bergizi Gratis (MBG) digelar di SDN 1 Karang Bundar, Aceh Tamiang, pascabencana banjir. Anak-anak dengan riang membawa kotak makan hingga ke kelas, kemudian membagikannya satu per satu kepada teman-teman. https://t.co/zuC9iFb94g",Netral
"Polres Kediri melalui Satuan Pelayanan Pemenuhan Gizi (SPPG) II Polsek Plosoklaten resmi memperkenalkan Program Makan Bergizi Gratis (MBG), Selasa (27/1/2026).

@divisihumaspolri

#PolriUntukMasyarakat #PolriPresisi #HumasPolri #HumasPoldaJatim #PoldaJatim #PolriPeduli https://t.co/uZ4gSJH2t8",Netral
"Menteri PPN/Kepala Bapenas Rachmat Pambudy menyebut bahwa Program Makan Bergizi Gratis (MBG) lebih mendesak ketimbang pembukaan lapangan kerja.

Apa alasannya? Selengkapnya, simak video berikut!

#mbg #lapangankerja #menterippn https://t.co/yRUDjSvJqM",Netral
"Waduh, kok bisa gini? 🤯 Sekolah rutin dapat jatah Makan Bergizi Gratis (MBG), tapi pas dicek ternyata gak ada siswanya!

Lokasi: SDN Batuporo Timur 1, Sampang. Guru-gurunya malah asyik santuy ngopi &amp; nonton TV. Kalau muridnya nihil, terus makanannya buat siapa dong? Perlu https://t.co/i0MRA112jH",Negatif
"Presiden Prabowo Subianto menyatakan jumlah porsi makanan dari program Makan Bergizi Gratis (MBG) akan segera melampaui milik McDonald's (McD).

Baca di sini: https://t.co/hzlMJPOuy3

~AA #Prabowo #MBG #McD https://t.co/dujYBMdehO",Netral
"Puluhan siswa SMA Negeri 2 Kudus mengalami diare dan pusing yang diduga akibat keracunan sajian program Makan Bergizi Gratis (MBG).

&gt;&gt; https://t.co/6YlZalexjr https://t.co/0vWXaDC34o",Netral
"Melalui Direktorat Monitoring, sepanjang tahun 2025 KPK melakukan berbagai kajian pencegahan korupsi di sejumlah sektor, mulai dari Program Makan Bergizi Gratis (MBG) hingga tata kelola dokter spesialis. https://t.co/nnsLGkgdqI",Netral
"Wapres Gibran Rakabuming Raka melakukan kunjungan kerja ke Kota Tasikmalaya, Jawa Barat. Dalam agenda tersebut, Wapres meninjau stabilitas harga pangan di pasar tradisional serta memantau langsung pelaksanaan program Makan Bergizi Gratis (MBG) di tingkat sekolah menengah atas. https://t.co/1J7gDKZyv2",Netral
"@JJRizal MBG itu PROYEK, bukan PROGRAM. Tak tak ada makan siang gratis, pdhl rakyat bayar lewat pajak, masuk APBN, duitnya balik lg utk kasih makan mrk. Gratisnya dimana? Yg bergizi nya siapa? Rakyat atau pengusaha katering yg notabene msh dilingkaran situ2 jg? Duit rakyat tak lari kemana https://t.co/KRfkOW7Qpd",Negatif
"PROGRAM MAKAN GRATIS TERHENTI DI BEBERAPA WILAYAH DI JABAR 

Dapur program Makan Bergizi Gratis (MBG) di berbagai wilayah Jawa Barat terpaksa berhenti beroperasi! Masalahnya klasik tapi fatal: Anggaran dari Badan Gizi Nasional (BGN) belum cair.

Ribuan siswa kini kehilangan akses https://t.co/f5pTPOK7zo",Negatif
"MBG Ramadan Bukan Sekadar Penyesuaian Teknis.
Ini adalah momentum menjaga kualitas gizi dan memperkuat MBG sebagai kebijakan kesehatan publik jangka panjang.

Ramadan menjadi ujian penting bagi Program Makan Bergizi Gratis. Perubahan waktu makan dan pola konsumsi menuntut tata https://t.co/7Nqm8Qv4ay",Netral
"Pastikan Gizi Ibu &amp; Anak, Mendukbangga Wihaji Kawal Makan Bergizi Gratis ke Pelosok 3T!

#partaigolkar #bahlillahadalia #golkarpedia #golkar2029

https://t.co/oENB9ExBVi https://t.co/C3vHYLvfkT",Netral
"Sindiran Pedas PDIP ke Prabowo Usai Pidato di WEF 2026 soal MBG akan Lampaui Jumlah Porsi McDonald's

Pidato Presiden Prabowo Subianto di World Economic Forum 2026 mendapat kritikan. Pasalnya dalam pidato tersebut, Prabowo berkelakar program Makan Bergizi Gratis (MBG) akan https://t.co/Gc1B3FBZhF",Netral
"Buku ini bukan sekadar kumpulan resep, tapi panduan nutrisi berbasis ikan yang kini hadir melalui Program Makan Bergizi Gratis untuk siswa, ibu hamil dan ibu menyusui di seluruh Indonesia. https://t.co/a3VrYnWKta",Positif
"INI LUAR BIASA FITNAHNYA

Narasi “kroni Presiden Prabowo menguasai proyek Makan Bergizi Gratis” adalah hoaks jahat. Program ini kebijakan negara dan dijalankan dengan mekanisme resmi serta pengawasan BPK dan aparat hukum.

#prabowo #MBG https://t.co/38K9D7qkFz",Negatif
"Presiden Prabowo Subianto memaparkan keberhasilan program Makan Bergizi Gratis dalam forum World Economic Forum (WEF) di Davos, Swiss.

#TVRI #TVRINasional #MediaPemersatuBangsa #WEF #PresidenPrabowo https://t.co/4JGx1xAckl",Netral
Mendes PDT Yandri Susanto mengunjungi peternakan Telur Omega PT Malindo Feedmill Layer Serang untuk memastikan keterlibatan warga desa serta kesiapan rantai pasok telur sebagai bagian dari dukungan Program Makan Bergizi Gratis (MBG). https://t.co/01AdPBNuR5,Netral
"MBG itu Makan Bergizi Gratis, bukan Makan Bikin Gawat. 🙄

Kejadian di Cianjur ini bukti kalau SPPG belum siap 100% dari sisi standarisasi dapur. Berhenti sementara itu cuma solusi jangka pendek, yang kita butuh itu transparansi: kenapa bisa keracunan? Apakah bahan makanannya, https://t.co/GiTchKquS0",Negatif
Badan Gizi Nasional (BGN) memastikan anak-anak yang belum terdaftar dalam sistem administrasi negara hingga anak putus sekolah tetap mendapatkan manfaat Program Makan Bergizi Gratis (MBG). https://t.co/VPL5e81Kbc,Netral
"Sebanyak 176 orang di Kecamatan Cikalongkulon, Kabupaten Cianjur, diduga mengalami ker4cun4n makanan dari program Makan Bergizi Gratis (MBG), Selasa (27/1/2026). Kasus tersebut tersebar di sejumlah sekolah dan ditangani oleh dua puskesmas.
sc ig CianjurUpdate https://t.co/T9OPQEd7za",Netral
"Persoalan gizi di Indonesia terbilang menyimpan cerita yang kompleks. Di tengah klaim penurunan prevalensi stunting dan pelaksanaan Program Makan Bergizi Gratis (MBG), ancaman gizi lain seperti underweight, wasting, obesitas, hingga… #Bisnis #Ekonomi #epaper #Finansial #Bursa https://t.co/7UGe7WTDkp",Netral
"“Jangan stop MBG!”
Itulah teriakan polos anak-anak Indonesia yang merasakan langsung manfaat Makan Bergizi Gratis. Dengan MBG, semangat belajar makin tinggi, kebutuhan gizi terpenuhi, uang jajan bisa ditabung, dan orang tua pun terbantu karena tak perlu lagi memberi bekal atau https://t.co/T7Zd1ZncTM",Positif
Program Makan Bergizi Gratis (MBG) yang menjadi pilar Astacita Presiden RI kini mulai dikenal dunia internasional. Hal ini ditandai dengan hadirnya buku berjudul “Taste of Nusantara: 80 Bhayangkara Menu For Indonesia’s Free Nutritious Meal’s Program” dalam ajang bergengsi World https://t.co/gG6TRNzjpN,Positif
"Selama Ramadan, program Makan Bergizi Gratis disesuaikan agar tetap berjalan optimal dan menghormati ibadah puasa. #MakanBergiziGratis #Ramadan #ProgramPemerintah #NegaraHadir https://t.co/DTtmOQoTN7",Netral
"Sebanyak 70 siswa SMA Negeri 2 Kudus diduga keracunan usai menyantap menu Program Makan Bergizi Gratis (MBG) pada Kamis, 29 Januari 2026.
.
Dari 70 siswa, sebanyak 22 siswa dirawat di RSUD Loekmono Hadi Kudus, 17 siswa di Rumah Sakit Satkes, 10 siswa di RS Mardirahayu, 10 siswa https://t.co/crQBxWVpgK",Netral
"Mendukung program makan bergizi gratis berarti investasi pada masa depan. Anak-anak yang tercukupi gizinya tumbuh lebih sehat, cerdas, dan berdaya saing. Bersama, kita wujudkan generasi kuat melalui kepedulian dan aksi nyata hari ini. Bersama mendukung gizi seimbang untuk anak https://t.co/gJXqnfkcN4",Positif
"Menginjak setahun implementasi program MBG, sudah semestinya evaluasi total dilakukan untuk mengukur capaian secara objektif. CELIOS mengundang seluruh masyarakat untuk hadir dalam Peluncuran Studi mengenai Evaluasi 1 Tahun Program Makan Bergizi Gratis dengan beberapa temuan https://t.co/v3stqIcvvQ",Netral
"Presiden Prabowo Subianto menunjukkan keyakinan tinggi bahwa program Makan Bergizi Gratis (MBG) Indonesia akan melampaui skala produksi salah satu jaringan restoran cepat saji terbesar dunia, McDonalds (McD).

Optimisme tersebut ia sampaikan saat berpidato dalam Annual Meeting https://t.co/MF6n71wgRK",Netral
"Ferry Irwandi, turut angkat bicara mengenai fenomena ini,
Manakala ramai memperbincangkan Program Makan Bergizi Gratis (MBG), nasib ""pahlawan tanpa tanda jasa"" justru dinilai semakin terpinggirkan. Isu ketimpangan upah antara guru honorer dan tenaga kerja di Satuan Pelayanan https://t.co/7LrOvrDJyq",Netral
"Charles Honoris mempertanyakan komitmen BGN dalam pelaksanaan program Makan Bergizi Gratis (MBG), dimana sejauh ini masih menimbulkan sejumlah persoalan mulai dari jumlah kasus keracunan, nilai gizi MBG hingga kelayakan dapur MBG (SPPG). 

""Data surveilance dari SKDR Kementerian https://t.co/xIrTRhBhM1",Netral
"Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis #IndonesiaEmas2045 #GiziAnak #GenerasiUnggul https://t.co/64vgn7YpDK",Positif
"Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis #IndonesiaEmas2045 #GiziAnak #GenerasiUnggul https://t.co/IKuwYLetJR",Positif
Kelebihan dan Kekurangan Program Makan Bergizi Gratis https://t.co/ZuUcjnTnwH,Netral
"BGN Tidak Memaksa Sekolah yang Menolak MBG

Banyuwangi – Wakil Kepala Badan Gizi Nasional (BGN) bidang Komunikasi Publik dan Investigasi, Nanik Sudaryati Deyang, memastikan bahwa tidak boleh ada pemaksaan bagi sekolah mana pun untuk menerima program Makan Bergizi Gratis (MBG). https://t.co/KiUYdR3Wma",Netral
"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mengungkapkan, menu program Makan Bergizi Gratis (MBG) akan disesuaikan selama bulan Ramadhan 2026.

Baca di sini: https://t.co/xC2m4IZlVz

~AA #BGN #MBG #MenuRamadhan https://t.co/eqaIvvhsUN",Netral
"Badan Gizi Nasional (BGN) menegaskan Program Makan Bergizi Gratis (MBG) akan menyasar kelompok anak paling rentan, termasuk anak-anak dari pernikahan dini, pernikahan siri, serta anak putus sekolah yang selama ini belum terdata dalam sistem administrasi negara.

Kepala Badan Gizi https://t.co/6usQelAoMd",Netral
"Dari informasi grafik di bawah ini, bisa kita lihat bahwa anggaran pendidikan selalu naik dari tahun ke tahun dan tetap utuh dan tidak terdampak oleh program prioritas lain, termasuk Makan Bergizi Gratis, sehingga kepastian hak guru tetap terjamin.

Tahun 2024  Rp175,7 triliun, https://t.co/uMfEJJ88P6",Positif
"Di bawah arahan BGN, program Makan Bergizi Gratis terus melakukan pembenahan besar-besaran. Pengangkatan ribuan tenaga kerja menjadi PPPK adalah bentuk Kerja Nyata dalam membangun fondasi SDM yang kuat dari hulu ke hilir. #LanjutkanMBG

innalillahi Rest in Love Lula https://t.co/JVNxxe1bbf",Positif
"Curahan hati guru honorer yang viral karena membandingkan gajinya dengan sopir program Makan Bergizi Gratis (MBG) mendapat tanggapan Wakil Ketua Komisi E DPRD Jawa Timur, Hikmah Bafaqih. 
#PKB #DPWPKBJatim #PKBJatim #JatimBangkit #PKBUntukRakyat #KaderPKBJatim #infoPKB https://t.co/QqZU7SjV7L",Netral
"Program Makan Bergizi Gratis mendorong kesehatan, kecerdasan, dan kesejahteraan dengan memastikan asupan gizi seimbang bagi kelompok yang paling membutuhkan #MBG #IndonesiaEmas2045 https://t.co/Y6iC0bq9Tn",Netral
"Pemerintah berencana mengukur pertumbuhan anak Indonesia yang menerima program makan bergizi gratis (MBG), termasuk perkembangan fisik dan volume otak anak. Menteri Koordinator Bidang Pangan Zulkifli Hasan (Zulhas)… https://t.co/qep3mB9rJh #bisniscom #prabowo #mbg #jepang https://t.co/NDIsTioKff",Netral
"Dukungan gizi melalui Program Makan Bergizi Gratis membantu anak sekolah meraih prestasi, ibu hamil lebih sehat, dan lansia tetap produktif #MBG #IndonesiaEmas2045 https://t.co/pT5gvxuJik",Netral
Pernyataan Menteri PPN/Bappenas Rachmat Pambudy yang menyebut program Makan Bergizi Gratis (MBG) lebih mendesak dibanding penciptaan lapangan kerja sontak memicu kritikan dari berbagai pihak. #fraksipdiperjuangan https://t.co/OGyJZ7LuvQ,Netral
"PT Ultrajaya tanam investasi Rp1,14 triliun untuk memperkuat pasokan susu UHT mendukung Program Makan Bergizi Gratis! Fasilitas baru dilengkapi lini produksi modern dan teknologi digital, sinergi dengan peternak lokal, demi ketahanan pangan dan MBG berkelanjutan.

Update berita https://t.co/MXWZIN71SR",Netral
Program Makan Bergizi Gratis diyakini sebagai langkah progresif pemerintah dalam menyelesaikan masalah malnutrisi nasional #MBG #MakanBergiziGratis https://t.co/y6AZ568ZNu,Positif
"Program MBG tak lagi hanya di pusat kota! Pemko Pekanbaru dorong pembangunan dapur MBG di Okura guna layani anak-anak di daerah pinggiran &amp; 3T. Target rampung cepat sesuai standar, agar manfaat makan bergizi gratis semakin merata. https://t.co/eylJiNIDEN",Netral
"Program Makan Bergizi Gratis tetap berjalan selama Ramadhan 2026. Menko Pangan Zulkifli Hasan menyatakan pembagian dan menu akan disesuaikan dengan kondisi murid yang berpuasa. Untuk siswa muslim, makanan dibagikan dalam bentuk makanan kering, sementara sekolah nonmuslim berjalan https://t.co/cxJTNXIKDK",Netral
Kemenag Karangasem mendukung Program Makan Bergizi Gratis melalui sinergi lintas sektor. Kakan Kemenag Karangasem hadir dalam Rakor Satgas MBG di Kantor Bupati Karangasem demi mewujudkan generasi emas yang sehat dan kuat. 🤝 https://t.co/eX714xnsKE,Netral
"Badan Gizi Nasional (BGN) merespons soal kelangkaan susu UHT yang diduga banyak dibeli karena untuk memenuhi kebutuhan program makan bergizi gratis (MBG). Kepala BGN Dadan Hindayana menyebut pihaknya tak mewajibkan susu dalam menu MBG.

&gt;&gt; https://t.co/8shZxRkZk6

#detikcom https://t.co/jcQUwi34T6",Netral
"Makan bergizi gratis adalah investasi masa depan. Anak yang cukup gizi tumbuh lebih sehat, fokus belajar, dan berdaya saing. Dukungan kita hari ini membantu menciptakan generasi kuat, cerdas, dan siap membangun Indonesia yang lebih baik. https://t.co/DLFz8xVVCn",Positif
"Makan bergizi gratis adalah investasi masa depan. Anak yang cukup gizi tumbuh lebih sehat, fokus belajar, dan berdaya saing. Dukungan kita hari ini membantu menciptakan generasi kuat, cerdas, dan siap membangun Indonesia yang lebih baik. https://t.co/obWVBjm57b",Positif
"Makan bergizi gratis adalah investasi masa depan. Anak yang cukup gizi tumbuh lebih sehat, fokus belajar, dan berdaya saing. Dukungan kita hari ini membantu menciptakan generasi kuat, cerdas, dan siap membangun Indonesia yang lebih baik. https://t.co/pB9o9LUovW",Positif
"Makan bergizi gratis adalah investasi masa depan. Anak yang cukup gizi tumbuh lebih sehat, fokus belajar, dan berdaya saing. Dukungan kita hari ini membantu menciptakan generasi kuat, cerdas, dan siap membangun Indonesia yang lebih baik. https://t.co/06ElcDMUfd",Positif
"Penyaluran Makan Bergizi Gratis (MBG) di SDN Batuporo Timur 1, Kecamatan Kedungdung, Kabupaten Sampang, Jawa Timur, viral di media sosial.

Baca di sini: https://t.co/xu0FxYeCnz

~AA #MBG #Disdik #Sampang https://t.co/jzm1jQqd5k",Netral
"DAVOS, SWISS (https://t.co/50vdEIjyTy) — Presiden Republik Indonesia Prabowo Subianto menyatakan bahwa jumlah porsi makanan yang diproduksi melalui program Makan Bergizi Gratis (MBG) akan segera melampaui produksi harian jaringan restoran cepat saji global McDonald’s (McD).

Hal https://t.co/I85dAvtiUK",Netral
"Sejumlah siswa SMK Sore Tulungagung dilarikan ke Puskesmas Beji karena mengalami gejala keracunan makanan. Sebelumnya para siswa mengkonsumsi menu Makan Bergizi Gratis (MBG).

Salah seorang siswa Kelas X SMK Sore Tulungagung, Farhan Surya mengaku merasakan mual hebat setelah https://t.co/LUSjJk4iRm",Netral
"Pemerintah pastikan program Makan Bergizi Gratis (MBG) tetap berjalan selama Ramadan 2026. Guna mendukung siswa berpuasa, menu kini disesuaikan menjadi paket makanan kering yang praktis. Kira-kira menunya apa saja ya? Yuk, geser sampai slide akhir!

Update berita selengkapnya di https://t.co/1qQ7ccReMP",Netral
"Program Makan Bergizi Gratis adalah langkah nyata memastikan anak-anak tumbuh sehat, kuat, dan siap belajar. Dengan gizi yang cukup, kita menanam harapan untuk masa depan bangsa yang lebih cerdas, produktif, dan berkeadilan. Bersama, kita dukung demi generasi yang lebih baik. https://t.co/v7GOzha0Jq",Positif
"Senyum anak-anak Papua adalah masa depan bangsa. Melalui pengawasan gizi yang ketat dan pemanfaatan pangan lokal, program Makan Bergizi Gratis memastikan tiap kalori yang sampai ke siswa dan masyarakat yang membutuhkan adalah nutrisi terbaik. #MakanBergiziGratis #MBGPapua https://t.co/dyOFBn7bTS",Positif
"Puluhan siswa di Muaro Jambi, Jambi, dilaporkan diduga mengalami keracunan usai menyantap makan bergizi gratis (MBG) dari sekolah. Mereka mengalami diare dan muntah-muntah setelah pulang sekolah.

Sejak Jumat (30/1/2026) siang, para siswa itu dilarikan ke RSUD Ahmad Ripin https://t.co/M0xjRtfcVs",Netral
"PKS: Pengawasan Publik Penting untuk Menjaga Kualitas Program Makan Bergizi Gratis

“Program MBG menyasar jutaan anak di seluruh Indonesia. Dengan cakupan sebesar itu, pengawasannya tidak bisa bertumpu pada pemerintah pusat atau satu lembaga saja. Partisipasi masyarakat menjadi",Netral
"Menko Pangan melakukan kunjungan kerja di Bekasi untuk meninjau efektivitas program Makan Bergizi Gratis (MBG). Tujuannya jelas: memastikan program ini mendukung ketahanan pangan nasional sekaligus memenuhi gizi ibu hamil, menyusui, balita, hingga anak-anak. https://t.co/hkUhxTRkBz",Netral
"Indonesia pamerkan ragam menu Nusantara pada program Makan Bergizi Gratis berbasis pangan biru di Davos, Swiss! https://t.co/jemF80AiFi",Netral
"Dalam konferensi pers di Kantor Kemenko Pangan, Kamis (29/1/2026), pemerintah menyatakan sedang menyatukan data-data dari beberapa kementerian untuk mengevaluasi keberhasilan Program Makan Bergizi Gratis (MBG).

#MBG #EvaluasiMBG #TumbuhKembangAnak https://t.co/XmYuusHngu",Netral
Mari kita dukung program Makan Bergizi Gratis https://t.co/9PVGqrLkOU,Netral
